ID method mode dataset model summarization include_ranking include_examples parameters llm
1138 GEnI None DB100K TransE None 0 1 8 Llama-3.1
1139 GEnI None DB100K TransE None 1 0 8 Llama-3.1
1140 GEnI None DB100K TransE None 1 1 8 Llama-3.1
1141 GEnI None DB100K ComplEx None 0 0 8 Llama-3.1
1142 GEnI None DB100K ComplEx None 0 1 8 Llama-3.1
1143 GEnI None DB100K ComplEx None 1 0 8 Llama-3.1
1144 GEnI None DB100K ComplEx None 1 1 8 Llama-3.1
1145 GEnI None YAGO4-20 TransE None 0 0 8 Llama-3.1
1146 GEnI None YAGO4-20 TransE None 0 1 8 Llama-3.1
1147 GEnI None YAGO4-20 TransE None 1 0 8 Llama-3.1
1148 GEnI None YAGO4-20 TransE None 1 1 8 Llama-3.1
1149 GEnI None YAGO4-20 ComplEx None 0 0 8 Llama-3.1
1150 GEnI None YAGO4-20 ComplEx None 0 1 8 Llama-3.1
1151 GEnI None YAGO4-20 ComplEx None 1 0 8 Llama-3.1
1152 GEnI None YAGO4-20 ComplEx None 1 1 8 Llama-3.1
1153 criage necessary DB50K ConvE None 0 0 22 Mixtral
1154 criage necessary DB50K ConvE None 0 1 22 Mixtral
1155 criage necessary DB50K ConvE None 1 0 22 Mixtral
1156 criage necessary DB50K ConvE None 1 1 22 Mixtral
1157 criage necessary DB50K ComplEx None 0 0 22 Mixtral
1158 criage necessary DB50K ComplEx None 0 1 22 Mixtral
1159 criage necessary DB50K ComplEx None 1 0 22 Mixtral
1160 criage necessary DB50K ComplEx None 1 1 22 Mixtral
1161 criage necessary DB100K ConvE None 0 0 22 Mixtral
1162 criage necessary DB100K ConvE None 0 1 22 Mixtral
1163 criage necessary DB100K ConvE None 1 0 22 Mixtral
1164 criage necessary DB100K ConvE None 1 1 22 Mixtral
1165 criage necessary DB100K ComplEx None 0 0 22 Mixtral
1166 criage necessary DB100K ComplEx None 0 1 22 Mixtral
1167 criage necessary DB100K ComplEx None 1 0 22 Mixtral
1168 criage necessary DB100K ComplEx None 1 1 22 Mixtral
1169 criage necessary YAGO4-20 ConvE None 0 0 22 Mixtral
1170 criage necessary YAGO4-20 ConvE None 0 1 22 Mixtral
1171 criage necessary YAGO4-20 ConvE None 1 0 22 Mixtral
1172 criage necessary YAGO4-20 ConvE None 1 1 22 Mixtral
1173 criage necessary YAGO4-20 ComplEx None 0 0 22 Mixtral
1174 criage necessary YAGO4-20 ComplEx None 0 1 22 Mixtral
1175 criage necessary YAGO4-20 ComplEx None 1 0 22 Mixtral
1176 criage necessary YAGO4-20 ComplEx None 1 1 22 Mixtral
1177 criage necessary FB15k-237 ConvE None 0 0 22 Mixtral
1178 criage necessary FB15k-237 ConvE None 0 1 22 Mixtral
1179 criage necessary FB15k-237 ConvE None 1 0 22 Mixtral
1180 criage necessary FB15k-237 ConvE None 1 1 22 Mixtral
1181 criage necessary FB15k-237 ComplEx None 0 0 22 Mixtral
1182 criage necessary FB15k-237 ComplEx None 0 1 22 Mixtral
1183 criage necessary FB15k-237 ComplEx None 1 0 22 Mixtral
1184 criage necessary FB15k-237 ComplEx None 1 1 22 Mixtral
1185 criage necessary WN18RR ConvE None 0 0 22 Mixtral
1186 criage necessary WN18RR ConvE None 0 1 22 Mixtral
1187 criage necessary WN18RR ConvE None 1 0 22 Mixtral
1188 criage necessary WN18RR ConvE None 1 1 22 Mixtral
1189 criage necessary WN18RR ComplEx None 0 0 22 Mixtral
1190 criage necessary WN18RR ComplEx None 0 1 22 Mixtral
1191 criage necessary WN18RR ComplEx None 1 0 22 Mixtral
1192 criage necessary WN18RR ComplEx None 1 1 22 Mixtral
1193 criage necessary YAGO3-10 ConvE None 0 0 22 Mixtral
1194 criage necessary YAGO3-10 ConvE None 0 1 22 Mixtral
1195 criage necessary YAGO3-10 ConvE None 1 0 22 Mixtral
1196 criage necessary YAGO3-10 ConvE None 1 1 22 Mixtral
1197 criage necessary YAGO3-10 ComplEx None 0 0 22 Mixtral
1198 criage necessary YAGO3-10 ComplEx None 0 1 22 Mixtral
1199 criage necessary YAGO3-10 ComplEx None 1 0 22 Mixtral
1200 criage necessary YAGO3-10 ComplEx None 1 1 22 Mixtral
1201 criage sufficient DB50K ConvE None 0 0 22 Mixtral
1202 criage sufficient DB50K ConvE None 0 1 22 Mixtral
1203 criage sufficient DB50K ConvE None 1 0 22 Mixtral
1204 criage sufficient DB50K ConvE None 1 1 22 Mixtral
1205 criage sufficient DB50K ComplEx None 0 0 22 Mixtral
1206 criage sufficient DB50K ComplEx None 0 1 22 Mixtral
1207 criage sufficient DB50K ComplEx None 1 0 22 Mixtral
1208 criage sufficient DB50K ComplEx None 1 1 22 Mixtral
1209 criage sufficient DB100K ConvE None 0 0 22 Mixtral
1210 criage sufficient DB100K ConvE None 0 1 22 Mixtral
1211 criage sufficient DB100K ConvE None 1 0 22 Mixtral
1212 criage sufficient DB100K ConvE None 1 1 22 Mixtral
1213 criage sufficient DB100K ComplEx None 0 0 22 Mixtral
1214 criage sufficient DB100K ComplEx None 0 1 22 Mixtral
1215 criage sufficient DB100K ComplEx None 1 0 22 Mixtral
1216 criage sufficient DB100K ComplEx None 1 1 22 Mixtral
1217 criage sufficient YAGO4-20 ConvE None 0 0 22 Mixtral
1218 criage sufficient YAGO4-20 ConvE None 0 1 22 Mixtral
1219 criage sufficient YAGO4-20 ConvE None 1 0 22 Mixtral
1220 criage sufficient YAGO4-20 ConvE None 1 1 22 Mixtral
1221 criage sufficient YAGO4-20 ComplEx None 0 0 22 Mixtral
1222 criage sufficient YAGO4-20 ComplEx None 0 1 22 Mixtral
1223 criage sufficient YAGO4-20 ComplEx None 1 0 22 Mixtral
1224 criage sufficient YAGO4-20 ComplEx None 1 1 22 Mixtral
1225 criage sufficient FB15k-237 ConvE None 0 0 22 Mixtral
1226 criage sufficient FB15k-237 ConvE None 0 1 22 Mixtral
1227 criage sufficient FB15k-237 ConvE None 1 0 22 Mixtral
1228 criage sufficient FB15k-237 ConvE None 1 1 22 Mixtral
1229 criage sufficient FB15k-237 ComplEx None 0 0 22 Mixtral
1230 criage sufficient FB15k-237 ComplEx None 0 1 22 Mixtral
1231 criage sufficient FB15k-237 ComplEx None 1 0 22 Mixtral
1232 criage sufficient FB15k-237 ComplEx None 1 1 22 Mixtral
1233 criage sufficient WN18RR ConvE None 0 0 22 Mixtral
1234 criage sufficient WN18RR ConvE None 0 1 22 Mixtral
1235 criage sufficient WN18RR ConvE None 1 0 22 Mixtral
1236 criage sufficient WN18RR ConvE None 1 1 22 Mixtral
1237 criage sufficient WN18RR ComplEx None 0 0 22 Mixtral
1238 criage sufficient WN18RR ComplEx None 0 1 22 Mixtral
1239 criage sufficient WN18RR ComplEx None 1 0 22 Mixtral
1240 criage sufficient WN18RR ComplEx None 1 1 22 Mixtral
1241 criage sufficient YAGO3-10 ConvE None 0 0 22 Mixtral
1242 criage sufficient YAGO3-10 ConvE None 0 1 22 Mixtral
1243 criage sufficient YAGO3-10 ConvE None 1 0 22 Mixtral
1244 criage sufficient YAGO3-10 ConvE None 1 1 22 Mixtral
1245 criage sufficient YAGO3-10 ComplEx None 0 0 22 Mixtral
1246 criage sufficient YAGO3-10 ComplEx None 0 1 22 Mixtral
1247 criage sufficient YAGO3-10 ComplEx None 1 0 22 Mixtral
1248 criage sufficient YAGO3-10 ComplEx None 1 1 22 Mixtral
1249 data-poisoning necessary DB50K ConvE None 0 0 22 Mixtral
1250 data-poisoning necessary DB50K ConvE None 0 1 22 Mixtral
1251 data-poisoning necessary DB50K ConvE None 1 0 22 Mixtral
1252 data-poisoning necessary DB50K ConvE None 1 1 22 Mixtral
1253 data-poisoning necessary DB50K ComplEx None 0 0 22 Mixtral
1254 data-poisoning necessary DB50K ComplEx None 0 1 22 Mixtral
1255 data-poisoning necessary DB50K ComplEx None 1 0 22 Mixtral
1256 data-poisoning necessary DB50K ComplEx None 1 1 22 Mixtral
1257 data-poisoning necessary DB50K TransE None 0 0 22 Mixtral
1258 data-poisoning necessary DB50K TransE None 0 1 22 Mixtral
1259 data-poisoning necessary DB50K TransE None 1 0 22 Mixtral
1260 data-poisoning necessary DB50K TransE None 1 1 22 Mixtral
1261 data-poisoning necessary DB100K ConvE None 0 0 22 Mixtral
1262 data-poisoning necessary DB100K ConvE None 0 1 22 Mixtral
1263 data-poisoning necessary DB100K ConvE None 1 0 22 Mixtral
1264 data-poisoning necessary DB100K ConvE None 1 1 22 Mixtral
1265 data-poisoning necessary DB100K ComplEx None 0 0 22 Mixtral
1266 data-poisoning necessary DB100K ComplEx None 0 1 22 Mixtral
1267 data-poisoning necessary DB100K ComplEx None 1 0 22 Mixtral
1268 data-poisoning necessary DB100K ComplEx None 1 1 22 Mixtral
1269 data-poisoning necessary DB100K TransE None 0 0 22 Mixtral
1270 data-poisoning necessary DB100K TransE None 0 1 22 Mixtral
1271 data-poisoning necessary DB100K TransE None 1 0 22 Mixtral
1272 data-poisoning necessary DB100K TransE None 1 1 22 Mixtral
1273 data-poisoning necessary YAGO4-20 ConvE None 0 0 22 Mixtral
1274 data-poisoning necessary YAGO4-20 ConvE None 0 1 22 Mixtral
1275 data-poisoning necessary YAGO4-20 ConvE None 1 0 22 Mixtral
1276 data-poisoning necessary YAGO4-20 ConvE None 1 1 22 Mixtral
1277 data-poisoning necessary YAGO4-20 ComplEx None 0 0 22 Mixtral
1278 data-poisoning necessary YAGO4-20 ComplEx None 0 1 22 Mixtral
1279 data-poisoning necessary YAGO4-20 ComplEx None 1 0 22 Mixtral
1280 data-poisoning necessary YAGO4-20 ComplEx None 1 1 22 Mixtral
1281 data-poisoning necessary YAGO4-20 TransE None 0 0 22 Mixtral
1282 data-poisoning necessary YAGO4-20 TransE None 0 1 22 Mixtral
1283 data-poisoning necessary YAGO4-20 TransE None 1 0 22 Mixtral
1284 data-poisoning necessary YAGO4-20 TransE None 1 1 22 Mixtral
1285 data-poisoning necessary FB15k-237 ConvE None 0 0 22 Mixtral
1286 data-poisoning necessary FB15k-237 ConvE None 0 1 22 Mixtral
1287 data-poisoning necessary FB15k-237 ConvE None 1 0 22 Mixtral
1288 data-poisoning necessary FB15k-237 ConvE None 1 1 22 Mixtral
1289 data-poisoning necessary FB15k-237 ComplEx None 0 0 22 Mixtral
1290 data-poisoning necessary FB15k-237 ComplEx None 0 1 22 Mixtral
1291 data-poisoning necessary FB15k-237 ComplEx None 1 0 22 Mixtral
1292 data-poisoning necessary FB15k-237 ComplEx None 1 1 22 Mixtral
1293 data-poisoning necessary FB15k-237 TransE None 0 0 22 Mixtral
1294 data-poisoning necessary FB15k-237 TransE None 0 1 22 Mixtral
1295 data-poisoning necessary FB15k-237 TransE None 1 0 22 Mixtral
1296 data-poisoning necessary FB15k-237 TransE None 1 1 22 Mixtral
1297 data-poisoning necessary WN18RR ConvE None 0 0 22 Mixtral
1298 data-poisoning necessary WN18RR ConvE None 0 1 22 Mixtral
1299 data-poisoning necessary WN18RR ConvE None 1 0 22 Mixtral
1300 data-poisoning necessary WN18RR ConvE None 1 1 22 Mixtral
1301 data-poisoning necessary WN18RR ComplEx None 0 0 22 Mixtral
1302 data-poisoning necessary WN18RR ComplEx None 0 1 22 Mixtral
1303 data-poisoning necessary WN18RR ComplEx None 1 0 22 Mixtral
1304 data-poisoning necessary WN18RR ComplEx None 1 1 22 Mixtral
1305 data-poisoning necessary WN18RR TransE None 0 0 22 Mixtral
1306 data-poisoning necessary WN18RR TransE None 0 1 22 Mixtral
1307 data-poisoning necessary WN18RR TransE None 1 0 22 Mixtral
1308 data-poisoning necessary WN18RR TransE None 1 1 22 Mixtral
1309 data-poisoning necessary YAGO3-10 ConvE None 0 0 22 Mixtral
1310 data-poisoning necessary YAGO3-10 ConvE None 0 1 22 Mixtral
1311 data-poisoning necessary YAGO3-10 ConvE None 1 0 22 Mixtral
1312 data-poisoning necessary YAGO3-10 ConvE None 1 1 22 Mixtral
1313 data-poisoning necessary YAGO3-10 ComplEx None 0 0 22 Mixtral
1314 data-poisoning necessary YAGO3-10 ComplEx None 0 1 22 Mixtral
1315 data-poisoning necessary YAGO3-10 ComplEx None 1 0 22 Mixtral
1316 data-poisoning necessary YAGO3-10 ComplEx None 1 1 22 Mixtral
1317 data-poisoning necessary YAGO3-10 TransE None 0 0 22 Mixtral
1318 data-poisoning necessary YAGO3-10 TransE None 0 1 22 Mixtral
1319 data-poisoning necessary YAGO3-10 TransE None 1 0 22 Mixtral
1320 data-poisoning necessary YAGO3-10 TransE None 1 1 22 Mixtral
1321 data-poisoning sufficient DB50K ConvE None 0 0 22 Mixtral
1322 data-poisoning sufficient DB50K ConvE None 0 1 22 Mixtral
1323 data-poisoning sufficient DB50K ConvE None 1 0 22 Mixtral
1324 data-poisoning sufficient DB50K ConvE None 1 1 22 Mixtral
1325 data-poisoning sufficient DB50K ComplEx None 0 0 22 Mixtral
1326 data-poisoning sufficient DB50K ComplEx None 0 1 22 Mixtral
1327 data-poisoning sufficient DB50K ComplEx None 1 0 22 Mixtral
1328 data-poisoning sufficient DB50K ComplEx None 1 1 22 Mixtral
1329 data-poisoning sufficient DB50K TransE None 0 0 22 Mixtral
1330 data-poisoning sufficient DB50K TransE None 0 1 22 Mixtral
1331 data-poisoning sufficient DB50K TransE None 1 0 22 Mixtral
1332 data-poisoning sufficient DB50K TransE None 1 1 22 Mixtral
1333 data-poisoning sufficient DB100K ConvE None 0 0 22 Mixtral
1334 data-poisoning sufficient DB100K ConvE None 0 1 22 Mixtral
1335 data-poisoning sufficient DB100K ConvE None 1 0 22 Mixtral
1336 data-poisoning sufficient DB100K ConvE None 1 1 22 Mixtral
1337 data-poisoning sufficient DB100K ComplEx None 0 0 22 Mixtral
1338 data-poisoning sufficient DB100K ComplEx None 0 1 22 Mixtral
1339 data-poisoning sufficient DB100K ComplEx None 1 0 22 Mixtral
1340 data-poisoning sufficient DB100K ComplEx None 1 1 22 Mixtral
1341 data-poisoning sufficient DB100K TransE None 0 0 22 Mixtral
1342 data-poisoning sufficient DB100K TransE None 0 1 22 Mixtral
1343 data-poisoning sufficient DB100K TransE None 1 0 22 Mixtral
1344 data-poisoning sufficient DB100K TransE None 1 1 22 Mixtral
1345 data-poisoning sufficient YAGO4-20 ConvE None 0 0 22 Mixtral
1346 data-poisoning sufficient YAGO4-20 ConvE None 0 1 22 Mixtral
1347 data-poisoning sufficient YAGO4-20 ConvE None 1 0 22 Mixtral
1348 data-poisoning sufficient YAGO4-20 ConvE None 1 1 22 Mixtral
1349 data-poisoning sufficient YAGO4-20 ComplEx None 0 0 22 Mixtral
1350 data-poisoning sufficient YAGO4-20 ComplEx None 0 1 22 Mixtral
1351 data-poisoning sufficient YAGO4-20 ComplEx None 1 0 22 Mixtral
1352 data-poisoning sufficient YAGO4-20 ComplEx None 1 1 22 Mixtral
1353 data-poisoning sufficient YAGO4-20 TransE None 0 0 22 Mixtral
1354 data-poisoning sufficient YAGO4-20 TransE None 0 1 22 Mixtral
1355 data-poisoning sufficient YAGO4-20 TransE None 1 0 22 Mixtral
1356 data-poisoning sufficient YAGO4-20 TransE None 1 1 22 Mixtral
1357 data-poisoning sufficient FB15k-237 ConvE None 0 0 22 Mixtral
1358 data-poisoning sufficient FB15k-237 ConvE None 0 1 22 Mixtral
1359 data-poisoning sufficient FB15k-237 ConvE None 1 0 22 Mixtral
1360 data-poisoning sufficient FB15k-237 ConvE None 1 1 22 Mixtral
1361 data-poisoning sufficient FB15k-237 ComplEx None 0 0 22 Mixtral
1362 data-poisoning sufficient FB15k-237 ComplEx None 0 1 22 Mixtral
1363 data-poisoning sufficient FB15k-237 ComplEx None 1 0 22 Mixtral
1364 data-poisoning sufficient FB15k-237 ComplEx None 1 1 22 Mixtral
1365 data-poisoning sufficient FB15k-237 TransE None 0 0 22 Mixtral
1366 data-poisoning sufficient FB15k-237 TransE None 0 1 22 Mixtral
1367 data-poisoning sufficient FB15k-237 TransE None 1 0 22 Mixtral
1368 data-poisoning sufficient FB15k-237 TransE None 1 1 22 Mixtral
1369 data-poisoning sufficient WN18RR ConvE None 0 0 22 Mixtral
1370 data-poisoning sufficient WN18RR ConvE None 0 1 22 Mixtral
1371 data-poisoning sufficient WN18RR ConvE None 1 0 22 Mixtral
1372 data-poisoning sufficient WN18RR ConvE None 1 1 22 Mixtral
1373 data-poisoning sufficient WN18RR ComplEx None 0 0 22 Mixtral
1374 data-poisoning sufficient WN18RR ComplEx None 0 1 22 Mixtral
1375 data-poisoning sufficient WN18RR ComplEx None 1 0 22 Mixtral
1376 data-poisoning sufficient WN18RR ComplEx None 1 1 22 Mixtral
1377 data-poisoning sufficient WN18RR TransE None 0 0 22 Mixtral
1378 data-poisoning sufficient WN18RR TransE None 0 1 22 Mixtral
1379 data-poisoning sufficient WN18RR TransE None 1 0 22 Mixtral
1380 data-poisoning sufficient WN18RR TransE None 1 1 22 Mixtral
1381 data-poisoning sufficient YAGO3-10 ConvE None 0 0 22 Mixtral
1382 data-poisoning sufficient YAGO3-10 ConvE None 0 1 22 Mixtral
1383 data-poisoning sufficient YAGO3-10 ConvE None 1 0 22 Mixtral
1384 data-poisoning sufficient YAGO3-10 ConvE None 1 1 22 Mixtral
1385 data-poisoning sufficient YAGO3-10 ComplEx None 0 0 22 Mixtral
1386 data-poisoning sufficient YAGO3-10 ComplEx None 0 1 22 Mixtral
1387 data-poisoning sufficient YAGO3-10 ComplEx None 1 0 22 Mixtral
1388 data-poisoning sufficient YAGO3-10 ComplEx None 1 1 22 Mixtral
1389 data-poisoning sufficient YAGO3-10 TransE None 0 0 22 Mixtral
1390 data-poisoning sufficient YAGO3-10 TransE None 0 1 22 Mixtral
1391 data-poisoning sufficient YAGO3-10 TransE None 1 0 22 Mixtral
1392 data-poisoning sufficient YAGO3-10 TransE None 1 1 22 Mixtral
1393 kelpie necessary DB50K ConvE None 0 0 22 Mixtral
1394 kelpie necessary DB50K ConvE None 0 1 22 Mixtral
1395 kelpie necessary DB50K ConvE None 1 0 22 Mixtral
1396 kelpie necessary DB50K ConvE None 1 1 22 Mixtral
1397 kelpie necessary DB50K ComplEx None 0 0 22 Mixtral
1398 kelpie necessary DB50K ComplEx None 0 1 22 Mixtral
1399 kelpie necessary DB50K ComplEx None 1 0 22 Mixtral
1400 kelpie necessary DB50K ComplEx None 1 1 22 Mixtral
1401 kelpie necessary DB50K TransE None 0 0 22 Mixtral
1402 kelpie necessary DB50K TransE None 0 1 22 Mixtral
1403 kelpie necessary DB50K TransE None 1 0 22 Mixtral
1404 kelpie necessary DB50K TransE None 1 1 22 Mixtral
1405 kelpie necessary DB100K ConvE None 0 0 22 Mixtral
1406 kelpie necessary DB100K ConvE None 0 1 22 Mixtral
1407 kelpie necessary DB100K ConvE None 1 0 22 Mixtral
1408 kelpie necessary DB100K ConvE None 1 1 22 Mixtral
1409 kelpie necessary DB100K ComplEx None 0 0 22 Mixtral
1410 kelpie necessary DB100K ComplEx None 0 1 22 Mixtral
1411 kelpie necessary DB100K ComplEx None 1 0 22 Mixtral
1412 kelpie necessary DB100K ComplEx None 1 1 22 Mixtral
1413 kelpie necessary DB100K TransE None 0 0 22 Mixtral
1414 kelpie necessary DB100K TransE None 0 1 22 Mixtral
1415 kelpie necessary DB100K TransE None 1 0 22 Mixtral
1416 kelpie necessary DB100K TransE None 1 1 22 Mixtral
1417 kelpie necessary YAGO4-20 ConvE None 0 0 22 Mixtral
1418 kelpie necessary YAGO4-20 ConvE None 0 1 22 Mixtral
1419 kelpie necessary YAGO4-20 ConvE None 1 0 22 Mixtral
1420 kelpie necessary YAGO4-20 ConvE None 1 1 22 Mixtral
1421 kelpie necessary YAGO4-20 ComplEx None 0 0 22 Mixtral
1422 kelpie necessary YAGO4-20 ComplEx None 0 1 22 Mixtral
1423 kelpie necessary YAGO4-20 ComplEx None 1 0 22 Mixtral
1424 kelpie necessary YAGO4-20 ComplEx None 1 1 22 Mixtral
1425 kelpie necessary YAGO4-20 TransE None 0 0 22 Mixtral
1426 kelpie necessary YAGO4-20 TransE None 0 1 22 Mixtral
1427 kelpie necessary YAGO4-20 TransE None 1 0 22 Mixtral
1428 kelpie necessary YAGO4-20 TransE None 1 1 22 Mixtral
1429 kelpie necessary FB15k-237 ConvE None 0 0 22 Mixtral
1430 kelpie necessary FB15k-237 ConvE None 0 1 22 Mixtral
1431 kelpie necessary FB15k-237 ConvE None 1 0 22 Mixtral
1432 kelpie necessary FB15k-237 ConvE None 1 1 22 Mixtral
1433 kelpie necessary FB15k-237 ComplEx None 0 0 22 Mixtral
1434 kelpie necessary FB15k-237 ComplEx None 0 1 22 Mixtral
1435 kelpie necessary FB15k-237 ComplEx None 1 0 22 Mixtral
1436 kelpie necessary FB15k-237 ComplEx None 1 1 22 Mixtral
1437 kelpie necessary FB15k-237 TransE None 0 0 22 Mixtral
1438 kelpie necessary FB15k-237 TransE None 0 1 22 Mixtral
1439 kelpie necessary FB15k-237 TransE None 1 0 22 Mixtral
1440 kelpie necessary FB15k-237 TransE None 1 1 22 Mixtral
1441 kelpie necessary WN18RR ConvE None 0 0 22 Mixtral
1442 kelpie necessary WN18RR ConvE None 0 1 22 Mixtral
1443 kelpie necessary WN18RR ConvE None 1 0 22 Mixtral
1444 kelpie necessary WN18RR ConvE None 1 1 22 Mixtral
1445 kelpie necessary WN18RR ComplEx None 0 0 22 Mixtral
1446 kelpie necessary WN18RR ComplEx None 0 1 22 Mixtral
1447 kelpie necessary WN18RR ComplEx None 1 0 22 Mixtral
1448 kelpie necessary WN18RR ComplEx None 1 1 22 Mixtral
1449 kelpie necessary WN18RR TransE None 0 0 22 Mixtral
1450 kelpie necessary WN18RR TransE None 0 1 22 Mixtral
1451 kelpie necessary WN18RR TransE None 1 0 22 Mixtral
1452 kelpie necessary WN18RR TransE None 1 1 22 Mixtral
1453 kelpie necessary YAGO3-10 ConvE None 0 0 22 Mixtral
1454 kelpie necessary YAGO3-10 ConvE None 0 1 22 Mixtral
1455 kelpie necessary YAGO3-10 ConvE None 1 0 22 Mixtral
1456 kelpie necessary YAGO3-10 ConvE None 1 1 22 Mixtral
1457 kelpie necessary YAGO3-10 ComplEx None 0 0 22 Mixtral
1458 kelpie necessary YAGO3-10 ComplEx None 0 1 22 Mixtral
1459 kelpie necessary YAGO3-10 ComplEx None 1 0 22 Mixtral
1460 kelpie necessary YAGO3-10 ComplEx None 1 1 22 Mixtral
1461 kelpie necessary YAGO3-10 TransE None 0 0 22 Mixtral
1462 kelpie necessary YAGO3-10 TransE None 0 1 22 Mixtral
1463 kelpie necessary YAGO3-10 TransE None 1 0 22 Mixtral
1464 kelpie necessary YAGO3-10 TransE None 1 1 22 Mixtral
1465 kelpie sufficient DB50K ConvE None 0 0 22 Mixtral
1466 kelpie sufficient DB50K ConvE None 0 1 22 Mixtral
1467 kelpie sufficient DB50K ConvE None 1 0 22 Mixtral
1468 kelpie sufficient DB50K ConvE None 1 1 22 Mixtral
1469 kelpie sufficient DB50K ComplEx None 0 0 22 Mixtral
1470 kelpie sufficient DB50K ComplEx None 0 1 22 Mixtral
1471 kelpie sufficient DB50K ComplEx None 1 0 22 Mixtral
1472 kelpie sufficient DB50K ComplEx None 1 1 22 Mixtral
1473 kelpie sufficient DB50K TransE None 0 0 22 Mixtral
1474 kelpie sufficient DB50K TransE None 0 1 22 Mixtral
1475 kelpie sufficient DB50K TransE None 1 0 22 Mixtral
1476 kelpie sufficient DB50K TransE None 1 1 22 Mixtral
1477 kelpie sufficient DB100K ConvE None 0 0 22 Mixtral
1478 kelpie sufficient DB100K ConvE None 0 1 22 Mixtral
1479 kelpie sufficient DB100K ConvE None 1 0 22 Mixtral
1480 kelpie sufficient DB100K ConvE None 1 1 22 Mixtral
1481 kelpie sufficient DB100K ComplEx None 0 0 22 Mixtral
1482 kelpie sufficient DB100K ComplEx None 0 1 22 Mixtral
1483 kelpie sufficient DB100K ComplEx None 1 0 22 Mixtral
1484 kelpie sufficient DB100K ComplEx None 1 1 22 Mixtral
1485 kelpie sufficient DB100K TransE None 0 0 22 Mixtral
1486 kelpie sufficient DB100K TransE None 0 1 22 Mixtral
1487 kelpie sufficient DB100K TransE None 1 0 22 Mixtral
1488 kelpie sufficient DB100K TransE None 1 1 22 Mixtral
1489 kelpie sufficient YAGO4-20 ConvE None 0 0 22 Mixtral
1490 kelpie sufficient YAGO4-20 ConvE None 0 1 22 Mixtral
1491 kelpie sufficient YAGO4-20 ConvE None 1 0 22 Mixtral
1492 kelpie sufficient YAGO4-20 ConvE None 1 1 22 Mixtral
1493 kelpie sufficient YAGO4-20 ComplEx None 0 0 22 Mixtral
1494 kelpie sufficient YAGO4-20 ComplEx None 0 1 22 Mixtral
1495 kelpie sufficient YAGO4-20 ComplEx None 1 0 22 Mixtral
1496 kelpie sufficient YAGO4-20 ComplEx None 1 1 22 Mixtral
1497 kelpie sufficient YAGO4-20 TransE None 0 0 22 Mixtral
1498 kelpie sufficient YAGO4-20 TransE None 0 1 22 Mixtral
1499 kelpie sufficient YAGO4-20 TransE None 1 0 22 Mixtral
1500 kelpie sufficient YAGO4-20 TransE None 1 1 22 Mixtral
1501 kelpie sufficient FB15k-237 ConvE None 0 0 22 Mixtral
1502 kelpie sufficient FB15k-237 ConvE None 0 1 22 Mixtral
1503 kelpie sufficient FB15k-237 ConvE None 1 0 22 Mixtral
1504 kelpie sufficient FB15k-237 ConvE None 1 1 22 Mixtral
1505 kelpie sufficient FB15k-237 ComplEx None 0 0 22 Mixtral
1506 kelpie sufficient FB15k-237 ComplEx None 0 1 22 Mixtral
1507 kelpie sufficient FB15k-237 ComplEx None 1 0 22 Mixtral
1508 kelpie sufficient FB15k-237 ComplEx None 1 1 22 Mixtral
1509 kelpie sufficient FB15k-237 TransE None 0 0 22 Mixtral
1510 kelpie sufficient FB15k-237 TransE None 0 1 22 Mixtral
1511 kelpie sufficient FB15k-237 TransE None 1 0 22 Mixtral
1512 kelpie sufficient FB15k-237 TransE None 1 1 22 Mixtral
1513 kelpie sufficient WN18RR ConvE None 0 0 22 Mixtral
1514 kelpie sufficient WN18RR ConvE None 0 1 22 Mixtral
1515 kelpie sufficient WN18RR ConvE None 1 0 22 Mixtral
1516 kelpie sufficient WN18RR ConvE None 1 1 22 Mixtral
1517 kelpie sufficient WN18RR ComplEx None 0 0 22 Mixtral
1518 kelpie sufficient WN18RR ComplEx None 0 1 22 Mixtral
1519 kelpie sufficient WN18RR ComplEx None 1 0 22 Mixtral
1520 kelpie sufficient WN18RR ComplEx None 1 1 22 Mixtral
1521 kelpie sufficient WN18RR TransE None 0 0 22 Mixtral
1522 kelpie sufficient WN18RR TransE None 0 1 22 Mixtral
1523 kelpie sufficient WN18RR TransE None 1 0 22 Mixtral
1524 kelpie sufficient WN18RR TransE None 1 1 22 Mixtral
1525 kelpie sufficient YAGO3-10 ConvE None 0 0 22 Mixtral
1526 kelpie sufficient YAGO3-10 ConvE None 0 1 22 Mixtral
1527 kelpie sufficient YAGO3-10 ConvE None 1 0 22 Mixtral
1528 kelpie sufficient YAGO3-10 ConvE None 1 1 22 Mixtral
1529 kelpie sufficient YAGO3-10 ComplEx None 0 0 22 Mixtral
1530 kelpie sufficient YAGO3-10 ComplEx None 0 1 22 Mixtral
1531 kelpie sufficient YAGO3-10 ComplEx None 1 0 22 Mixtral
1532 kelpie sufficient YAGO3-10 ComplEx None 1 1 22 Mixtral
1533 kelpie sufficient YAGO3-10 TransE None 0 0 22 Mixtral
1534 kelpie sufficient YAGO3-10 TransE None 0 1 22 Mixtral
1535 kelpie sufficient YAGO3-10 TransE None 1 0 22 Mixtral
1536 kelpie sufficient YAGO3-10 TransE None 1 1 22 Mixtral
1537 kelpie++ necessary DB50K ConvE simulation 0 0 22 Mixtral
